order_id,user_id,product,category,price,quantity,order_date,country,payment_method,rating
O10867,U901,Headphones,Electronics,125.13,4,2023-02-27,Italy,Apple Pay,3.0
O11799,U145,Printer,Office,1188.15,2,2023-10-20,France,Google Pay,3.0
O10138,U348,Monitor,Electronics,962.23,3,2023-11-04,UK,PayPal,3.0
O10893,U738,Router,Networking,409.61,5,2023-02-14,Poland,Apple Pay,4.0
O11837,U522,Tablet,Electronics,1258.2,3,2023-12-24,Spain,PayPal,2.0
O10549,U980,Headphones,Electronics,294.29,5,2023-03-03,UK,Apple Pay,2.0
O10319,U172,Mouse,Accessories,1065.58,1,2023-09-19,Poland,Card,1.0
O11526,U462,Monitor,Electronics,1382.53,4,2023-11-09,UK,Card,1.0
O11805,U280,Monitor,Electronics,1295.2,5,2023-08-15,France,Google Pay,1.0
O11177,U221,Printer,Office,522.2,2,2023-09-04,Canada,Card,2.0
O10558,U261,Camera,Electronics,1456.73,4,2023-07-13,USA,Card,3.0
O10139,U858,Laptop,Electronics,1179.81,4,2023-01-30,UK,Apple Pay,3.0
O11734,U727,Camera,Electronics,1400.5,1,2023-12-21,Canada,Google Pay,4.0
O10531,U961,Headphones,Electronics,1112.34,4,2023-05-19,USA,Bank Transfer,
O10224,U463,Headphones,Electronics,,3,2023-12-08,Spain,Card,1.0
O10723,U535,Mouse,Accessories,412.68,4,2023-02-17,France,Google Pay,4.0
O10786,U160,Smartphone,Electronics,782.21,1,2023-10-04,Italy,Apple Pay,3.0
O11717,U165,Speaker,Electronics,1245.33,1,2023-12-05,France,Bank Transfer,3.0
O11007,U668,Speaker,Electronics,1015.81,4,2023-06-08,Germany,PayPal,
O10409,U693,Keyboard,Accessories,1397.28,2,2023-06-15,France,PayPal,4.0
O10325,U246,Smartphone,Electronics,729.33,3,2023-05-02,Italy,Apple Pay,
O11765,U255,Laptop,Electronics,163.29,2,2023-06-22,Canada,PayPal,4.0
O10299,U558,Smartphone,Electronics,141.92,4,2023-01-22,Italy,Apple Pay,2.0
O11262,U211,Tablet,Electronics,187.68,2,2023-02-26,Spain,PayPal,4.0
O11945,U703,Camera,Electronics,212.92,1,2023-08-03,Canada,Bank Transfer,3.0
O10025,U963,Router,Networking,670.22,3,2023-03-04,UK,PayPal,4.0
O11858,U966,Router,Networking,802.3,2,2023-04-20,Germany,Google Pay,4.0
O10714,U749,Monitor,Electronics,636.52,5,2023-11-09,UK,Bank Transfer,2.0
O11009,U945,Speaker,Electronics,56.53,5,2023-04-20,Poland,PayPal,5.0
O10193,U462,Smartphone,Electronics,646.92,2,2023-10-29,France,Apple Pay,2.0
O10440,U534,Printer,Office,76.27,3,2023-04-19,Spain,Card,1.0
O10573,U511,Camera,Electronics,566.2,3,2023-08-27,USA,Apple Pay,3.0
O10946,U986,Headphones,Electronics,1393.59,5,2023-02-13,Poland,Bank Transfer,3.0
O10997,U630,Smartphone,Electronics,394.48,4,2023-04-18,Germany,Apple Pay,1.0
O10503,U941,Camera,Electronics,1003.0,1,2023-03-07,Canada,Card,3.0
O10605,U163,Keyboard,Accessories,723.81,4,2023-05-27,Canada,Card,3.0
O11716,U256,Mouse,Accessories,631.75,4,2023-03-16,Spain,Bank Transfer,4.0
O11163,U158,Monitor,Electronics,378.42,3,2023-06-20,USA,Apple Pay,4.0
O11786,U632,Mouse,Accessories,94.75,2,2023-08-28,USA,Card,3.0
O10846,U167,Keyboard,Accessories,615.46,3,2023-01-25,Spain,PayPal,
O10003,U376,Speaker,Electronics,1252.02,2,2023-07-11,Germany,Google Pay,4.0
O11286,U435,Monitor,Electronics,677.97,4,2023-06-19,USA,Apple Pay,1.0
O11222,U385,Laptop,Electronics,605.75,2,2023-04-18,Spain,Card,2.0
O10467,U834,Headphones,Electronics,564.55,3,2023-08-31,France,Google Pay,2.0
O10321,U210,Printer,Office,945.45,4,2023-11-14,France,Card,5.0
O10005,U882,Headphones,Electronics,925.54,2,2023-07-07,UK,PayPal,3.0
O10222,U570,Headphones,Electronics,525.89,2,2023-07-14,USA,Bank Transfer,1.0
O11374,U225,Laptop,Electronics,334.74,2,2023-07-29,Germany,Card,4.0
O10547,U167,Keyboard,Accessories,1100.76,1,2023-07-15,France,Apple Pay,5.0
O10228,U208,Keyboard,Accessories,1476.92,2,2023-01-29,France,Google Pay,4.0
O10039,U283,Headphones,Electronics,378.24,4,2023-07-22,Poland,PayPal,2.0
O10542,U812,Printer,Office,1067.38,3,2023-10-02,Italy,PayPal,5.0
O10242,U902,Laptop,Electronics,905.46,1,2023-02-08,Germany,Bank Transfer,5.0
O10898,U970,Keyboard,Accessories,1145.43,1,2023-10-13,Italy,Apple Pay,5.0
O11133,U254,Smartphone,Electronics,1315.72,5,2023-01-07,Italy,Google Pay,4.0
O11448,U718,Smartwatch,Electronics,1113.62,4,2023-06-10,Italy,Google Pay,3.0
O11868,U789,Laptop,Electronics,1107.58,3,2023-12-04,Italy,Apple Pay,3.0
O10842,U980,Mouse,Accessories,79.72,5,2023-09-26,Italy,Google Pay,
O11418,U948,Smartphone,Electronics,1405.54,2,2023-06-20,Spain,Card,
O11653,U436,Smartphone,Electronics,1335.51,5,2023-05-05,Canada,Apple Pay,3.0
O11132,U691,Keyboard,Accessories,1222.34,2,2023-08-08,Germany,PayPal,5.0
O10661,U218,Tablet,Electronics,788.17,1,2023-12-06,Poland,Bank Transfer,4.0
O11210,U364,Smartphone,Electronics,762.97,3,2023-04-18,Poland,Apple Pay,2.0
O10314,U772,Speaker,Electronics,47.18,4,2023-05-28,Poland,Apple Pay,3.0
O10691,U853,Smartwatch,Electronics,1176.4,4,2023-03-29,Spain,PayPal,4.0
O11503,U519,Keyboard,Accessories,207.42,1,2023-08-20,France,Google Pay,1.0
O10424,U919,Headphones,Electronics,930.52,4,2023-08-09,Spain,Google Pay,4.0
O10594,U584,Tablet,Electronics,1139.2,5,2023-01-30,Poland,Google Pay,5.0
O11343,U745,Mouse,Accessories,,1,2023-02-21,Spain,Bank Transfer,4.0
O10622,U747,Speaker,Electronics,122.16,5,2023-08-20,Spain,Bank Transfer,4.0
O11170,U593,Smartwatch,Electronics,387.94,1,2023-03-09,Spain,Bank Transfer,3.0
O11043,U846,Speaker,Electronics,391.3,2,2023-01-28,Poland,Card,
O10227,U377,Router,Networking,957.55,1,2023-09-03,Poland,Apple Pay,5.0
O11117,U168,Headphones,Electronics,413.68,3,2023-11-04,Poland,Apple Pay,3.0
O11331,U257,Smartphone,Electronics,907.4,2,2023-08-08,Poland,Card,5.0
O11315,U802,Printer,Office,1219.81,3,2023-04-28,France,PayPal,4.0
O10066,U858,Printer,Office,1059.68,5,2023-06-19,UK,Google Pay,3.0
O10024,U114,Smartwatch,Electronics,750.82,1,2023-07-26,Poland,Google Pay,1.0
O10144,U192,Smartwatch,Electronics,629.26,3,2023-06-04,France,Card,
O10536,U492,Speaker,Electronics,986.68,4,2023-02-08,UK,Apple Pay,4.0
O10811,U757,Printer,Office,626.41,1,2023-08-20,Canada,Card,5.0
O11466,U642,Printer,Office,520.99,2,2023-06-15,UK,PayPal,5.0
O10085,U615,Mouse,Accessories,1401.49,1,2023-11-21,Poland,Apple Pay,4.0
O11660,U716,Tablet,Electronics,1126.44,3,2023-11-21,Spain,Card,1.0
O11645,U486,Mouse,Accessories,803.77,2,2023-10-12,Canada,Apple Pay,1.0
O11804,U514,Printer,Office,369.78,4,2023-10-29,Poland,Apple Pay,2.0
O11817,U341,Mouse,Accessories,1265.18,2,2023-06-27,Germany,Card,2.0
O11576,U119,Keyboard,Accessories,1326.01,5,2023-04-24,Poland,PayPal,
O11144,U323,Headphones,Electronics,702.13,5,2023-02-17,Spain,Card,5.0
O10362,U496,Laptop,Electronics,668.5,2,2023-03-23,Italy,Bank Transfer,4.0
O11611,U836,Laptop,Electronics,788.15,1,2023-06-02,Italy,PayPal,3.0
O11865,U612,Laptop,Electronics,1101.4,3,2023-02-02,Spain,Google Pay,3.0
O11026,U228,Camera,Electronics,493.64,5,2023-04-21,Canada,Card,3.0
O11030,U540,Monitor,Electronics,936.38,5,2023-07-07,Germany,Bank Transfer,2.0
O11303,U177,Headphones,Electronics,204.48,1,2023-08-19,Spain,Bank Transfer,2.0
O11355,U938,Smartphone,Electronics,678.05,3,2023-08-25,USA,Apple Pay,2.0
O11730,U739,Mouse,Accessories,587.55,4,2023-08-31,UK,Bank Transfer,5.0
O10665,U111,Keyboard,Accessories,350.43,1,2023-05-06,Germany,Card,1.0
O10364,U164,Router,Networking,980.63,5,2023-05-23,Canada,Bank Transfer,3.0
O10077,U157,Camera,Electronics,1444.72,1,2023-05-09,USA,Card,5.0
O10027,U135,Speaker,Electronics,627.37,3,2023-01-29,UK,Bank Transfer,5.0
O11436,U125,Headphones,Electronics,881.71,3,2023-01-03,Italy,Google Pay,4.0
O10525,U310,Keyboard,Accessories,458.8,2,2023-05-14,Germany,Apple Pay,4.0
O11834,U927,Speaker,Electronics,755.92,5,2023-09-04,Spain,Apple Pay,
O10055,U849,Smartwatch,Electronics,861.1,4,2023-01-22,Germany,Card,3.0
O10638,U885,Tablet,Electronics,299.78,5,2023-06-03,USA,Card,2.0
O10302,U991,Smartphone,Electronics,1476.29,1,2023-02-27,France,Bank Transfer,4.0
O10718,U510,Headphones,Electronics,501.44,1,2023-04-22,Italy,Apple Pay,2.0
O10624,U483,Printer,Office,151.13,1,2023-10-17,France,Bank Transfer,4.0
O10007,U746,Mouse,Accessories,710.81,5,2023-11-03,Italy,PayPal,2.0
O10803,U170,Mouse,Accessories,1401.03,2,2023-01-17,USA,PayPal,1.0
O11049,U540,Headphones,Electronics,312.51,2,2023-05-18,Italy,Bank Transfer,4.0
O10336,U433,Camera,Electronics,1365.37,2,2023-01-14,France,Bank Transfer,3.0
O10047,U996,Router,Networking,784.62,1,2023-01-02,France,Google Pay,1.0
O11763,U955,Keyboard,Accessories,698.21,4,2023-07-05,Canada,Card,5.0
O10106,U595,Printer,Office,779.72,3,2023-05-16,UK,Google Pay,5.0
O10349,U792,Speaker,Electronics,770.71,4,2023-10-03,Poland,PayPal,3.0
O11079,U365,Printer,Office,1237.06,1,2023-01-01,France,PayPal,5.0
O10238,U388,Laptop,Electronics,724.55,5,2023-11-08,UK,Card,2.0
O10213,U479,Smartwatch,Electronics,572.5,2,2023-06-11,UK,Apple Pay,5.0
O11775,U894,Router,Networking,1284.3,1,2023-12-22,USA,PayPal,3.0
O11138,U278,Headphones,Electronics,1000.22,3,2023-11-24,USA,Card,5.0
O10793,U144,Tablet,Electronics,285.29,4,2023-04-22,UK,PayPal,2.0
O11586,U985,Tablet,Electronics,233.12,2,2023-11-27,USA,Bank Transfer,3.0
O11582,U185,Keyboard,Accessories,1180.92,2,2023-09-01,Poland,PayPal,4.0
O11671,U612,Laptop,Electronics,469.19,1,2023-11-29,USA,Apple Pay,4.0
O10523,U892,Smartwatch,Electronics,848.44,1,2023-07-15,Germany,Bank Transfer,5.0
O10232,U709,Camera,Electronics,1352.03,3,2023-06-17,UK,Apple Pay,4.0
O10644,U828,Monitor,Electronics,82.59,5,2023-11-12,Poland,Bank Transfer,4.0
O11507,U959,Smartphone,Electronics,1098.38,3,2023-02-22,USA,Apple Pay,1.0
O10533,U223,Tablet,Electronics,25.65,1,2023-05-28,Poland,PayPal,
O11941,U262,Mouse,Accessories,865.4,1,2023-09-04,UK,Card,3.0
O10603,U313,Speaker,Electronics,1107.18,2,2023-04-14,Italy,Bank Transfer,3.0
O11329,U501,Mouse,Accessories,1390.22,2,2023-11-23,Spain,Apple Pay,1.0
O11074,U617,Tablet,Electronics,1118.59,5,2023-02-04,Germany,Apple Pay,3.0
O11304,U168,Speaker,Electronics,78.26,1,2023-05-25,Spain,Bank Transfer,1.0
O10060,U136,Smartwatch,Electronics,433.75,3,2023-08-21,Italy,,5.0
O11263,U896,Laptop,Electronics,828.68,5,2023-12-05,Canada,Bank Transfer,2.0
O10092,U592,Laptop,Electronics,754.14,2,2023-04-24,USA,Bank Transfer,5.0
O10666,U327,Monitor,Electronics,463.7,4,2023-05-15,Italy,Google Pay,5.0
O10280,U388,Speaker,Electronics,999.93,3,2023-08-25,UK,Bank Transfer,5.0
O11113,U963,Router,Networking,890.23,2,2023-03-11,France,Card,5.0
O10359,U780,Tablet,Electronics,255.75,1,2023-06-10,Canada,Card,
O11128,U926,Camera,Electronics,974.92,5,2023-08-02,France,Apple Pay,1.0
O11169,U874,Keyboard,Accessories,1215.94,2,2023-04-16,Poland,PayPal,4.0
O10847,U672,Keyboard,Accessories,1139.96,3,2023-03-15,Canada,PayPal,3.0
O11521,U933,Smartwatch,Electronics,1325.97,4,2023-08-25,Italy,Google Pay,2.0
O10110,U319,Printer,Office,749.09,5,2023-08-30,France,Google Pay,3.0
O10042,U863,Smartwatch,Electronics,1049.8,3,2023-05-28,Canada,Google Pay,4.0
O10125,U104,Laptop,Electronics,1317.46,3,2023-12-31,Spain,Google Pay,1.0
O10204,U600,Mouse,Accessories,281.05,4,2023-07-17,Canada,Bank Transfer,5.0
O10052,U805,Smartphone,Electronics,1461.02,2,2023-12-04,Canada,Card,4.0
O10545,U772,Printer,Office,162.87,1,2023-11-16,Germany,Google Pay,3.0
O10068,U875,Router,Networking,949.28,4,2023-11-17,USA,PayPal,4.0
O11740,U634,Camera,Electronics,1388.25,1,2023-11-24,France,Bank Transfer,4.0
O11547,U993,Laptop,Electronics,327.12,5,2023-09-30,USA,Google Pay,3.0
O10183,U203,Camera,Electronics,588.16,5,2023-04-14,Germany,Bank Transfer,4.0
O10137,U905,Mouse,Accessories,1356.66,4,2023-08-14,Canada,Bank Transfer,4.0
O10899,U270,Printer,Office,576.19,2,2023-09-26,Italy,Card,1.0
O10796,U214,Laptop,Electronics,1338.47,2,2023-05-18,Italy,Google Pay,2.0
O10132,U545,Keyboard,Accessories,1432.0,5,2023-09-17,Poland,Apple Pay,5.0
O10080,U796,Mouse,Accessories,386.64,3,2023-03-27,Canada,PayPal,2.0
O10536,U492,Speaker,Electronics,986.68,4,2023-02-08,UK,Apple Pay,4.0
O11540,U734,Smartphone,Electronics,833.82,4,2023-08-01,Poland,Bank Transfer,5.0
O10541,U826,Monitor,Electronics,1115.06,2,2023-04-12,Italy,Google Pay,1.0
O11668,U882,Mouse,Accessories,650.66,5,2023-03-06,Spain,PayPal,2.0
O10983,U129,Printer,Office,554.39,2,2023-12-22,Canada,Apple Pay,3.0
O10165,U745,Printer,Office,1454.82,4,2023-12-01,Spain,Card,
O10248,U146,Monitor,Electronics,1481.75,5,2023-01-26,France,PayPal,1.0
O10446,U716,Headphones,Electronics,199.65,4,2023-03-19,Spain,Google Pay,4.0
O11514,U975,Tablet,Electronics,1490.5,3,2023-07-10,Italy,Card,3.0
O10858,U904,Monitor,Electronics,742.97,5,2023-11-18,,Google Pay,5.0
O11211,U630,Keyboard,Accessories,758.81,4,2023-09-04,Germany,Google Pay,1.0
O10097,U496,Tablet,Electronics,767.77,1,2023-12-08,Germany,Google Pay,5.0
O11304,U168,Speaker,Electronics,78.26,1,2023-05-25,Spain,Bank Transfer,1.0
O10737,U557,Tablet,Electronics,1429.65,3,2023-02-12,Canada,PayPal,5.0
O11255,U786,Smartwatch,Electronics,1416.79,2,2023-01-18,Germany,Card,3.0
O10102,U262,Monitor,Electronics,1461.89,2,2023-05-13,Italy,PayPal,5.0
O10434,U120,Tablet,Electronics,928.84,5,2023-02-11,Spain,Bank Transfer,
O10074,U919,Camera,Electronics,307.68,3,2023-11-07,Italy,PayPal,1.0
O11791,U676,Laptop,Electronics,466.16,4,2023-09-14,Spain,PayPal,4.0
O11234,U253,Monitor,Electronics,960.28,5,2023-01-17,UK,Bank Transfer,1.0
O10918,U381,Speaker,Electronics,385.05,2,2023-03-14,Poland,Bank Transfer,4.0
O11711,U855,Tablet,Electronics,1134.04,3,2023-09-21,France,Apple Pay,1.0
O11670,U842,Speaker,Electronics,1295.58,1,2023-12-20,Canada,Google Pay,5.0
O11620,U240,Monitor,Electronics,762.69,1,2023-04-01,Spain,Apple Pay,1.0
O10762,U145,Smartwatch,Electronics,346.32,1,2023-08-25,UK,PayPal,2.0
O10989,U909,Printer,Office,420.55,2,2023-03-18,France,PayPal,3.0
O10388,U869,Headphones,Electronics,598.54,5,2023-09-11,Poland,Card,2.0
O10235,U792,Keyboard,Accessories,1438.77,1,2023-11-03,Canada,PayPal,4.0
O11506,U419,Speaker,Electronics,1059.55,4,2023-08-15,Italy,Apple Pay,1.0
O10267,U592,Tablet,Electronics,981.48,5,2023-08-31,UK,,1.0
O11187,U228,Speaker,Electronics,764.95,1,2023-12-06,Spain,PayPal,2.0
O10117,U985,Camera,Electronics,455.85,1,2023-02-23,France,Card,3.0
O11606,U630,Keyboard,Accessories,1497.87,4,2023-05-04,France,Apple Pay,1.0
O10673,U124,Mouse,Accessories,1093.93,2,2023-01-26,Spain,Card,4.0
O10249,U185,Headphones,Electronics,890.63,1,2023-10-09,UK,Bank Transfer,5.0
O11452,U941,Speaker,Electronics,21.11,2,2023-03-13,USA,PayPal,1.0
O10592,U174,Printer,Office,358.16,3,2023-03-08,France,Card,1.0
O10094,U198,Camera,Electronics,646.74,3,2023-06-26,Poland,Card,3.0
O10033,U926,Speaker,Electronics,197.4,4,2023-06-01,Canada,PayPal,2.0
O11463,U238,Laptop,Electronics,622.21,3,2023-12-22,USA,Bank Transfer,4.0
O11667,U205,Mouse,Accessories,691.06,2,2023-01-10,UK,PayPal,1.0
O10448,U792,Smartwatch,Electronics,722.02,2,2023-09-26,UK,Apple Pay,5.0
O10716,U137,Smartphone,Electronics,22.18,4,2023-11-28,Canada,,4.0
O11809,U648,Mouse,Accessories,1019.79,3,2023-10-10,Spain,Card,4.0
O11517,U240,Printer,Office,1386.3,2,2023-05-31,France,PayPal,5.0
O10000,U206,Speaker,Electronics,574.32,5,2023-09-28,Germany,Card,4.0
O11375,U357,Smartwatch,Electronics,699.83,5,2023-09-22,Canada,PayPal,3.0
O11101,U234,Printer,Office,1244.7,3,2023-06-19,Canada,Card,4.0
O11108,U848,Mouse,Accessories,946.01,1,2023-12-10,Spain,Card,2.0
O11226,U695,Keyboard,Accessories,593.79,4,2023-05-10,France,Card,5.0
O10082,U650,Camera,Electronics,279.49,2,2023-12-07,UK,Card,2.0
O11288,U955,Mouse,Accessories,194.99,3,2023-12-13,UK,PayPal,3.0
O10676,U658,Printer,Office,519.26,4,2023-02-26,USA,Card,1.0
O11920,U944,Speaker,Electronics,202.12,1,2023-08-22,UK,Apple Pay,2.0
O11046,U721,Smartphone,Electronics,1412.75,5,2023-03-20,UK,PayPal,5.0
O10770,U430,Printer,Office,648.66,2,2023-06-10,UK,Google Pay,3.0
O11946,U626,Camera,Electronics,1323.36,3,2023-07-14,UK,Apple Pay,1.0
O11280,U406,Printer,Office,948.65,5,2023-09-13,Italy,Card,2.0
O11580,U526,Mouse,Accessories,1108.17,2,2023-08-24,Poland,Apple Pay,1.0
O11488,U762,Mouse,Accessories,652.76,2,2023-01-29,UK,Card,5.0
O10404,U608,Mouse,Accessories,1242.58,4,2023-08-14,Poland,Google Pay,1.0
O11727,U931,Tablet,Electronics,73.91,5,2023-11-03,Germany,Card,4.0
O11298,U161,Smartwatch,Electronics,471.26,2,2023-07-25,Italy,Google Pay,3.0
O11340,U515,Mouse,Accessories,1037.04,2,2023-12-23,Spain,Card,2.0
O10104,U329,Smartphone,Electronics,1258.71,1,2023-09-10,Germany,Card,1.0
O10688,U453,Keyboard,Accessories,1193.04,3,2023-05-05,Spain,Apple Pay,4.0
O11305,U777,Monitor,Electronics,299.42,4,2023-10-23,France,PayPal,3.0
O10826,U139,Mouse,Accessories,319.34,3,2023-11-09,UK,Apple Pay,3.0
O10062,U355,Tablet,Electronics,131.51,5,2023-06-10,Spain,Apple Pay,3.0
O10852,U376,Router,Networking,1022.75,2,2023-03-16,Poland,Card,4.0
O11353,U358,Mouse,Accessories,251.42,5,2023-02-04,USA,Google Pay,2.0
O10223,U833,Printer,Office,1249.37,5,2023-09-13,Italy,Bank Transfer,3.0
O10145,U104,Headphones,Electronics,910.86,3,2023-10-04,Italy,Bank Transfer,2.0
O11088,U912,Smartwatch,Electronics,933.94,2,2023-03-07,Germany,PayPal,3.0
O10373,U240,Printer,Office,1392.01,4,2023-10-04,Spain,Google Pay,3.0
O11420,U561,Printer,Office,1370.07,5,2023-04-24,Canada,Bank Transfer,2.0
O11142,U942,Laptop,Electronics,150.47,1,2023-05-03,Germany,PayPal,4.0
O11826,U690,Monitor,Electronics,239.76,5,2023-09-17,USA,Card,1.0
O11494,U695,Laptop,Electronics,1195.05,5,2023-02-03,France,PayPal,3.0
O11601,U319,Printer,Office,994.43,4,2023-08-16,USA,Apple Pay,5.0
O11270,U354,Camera,Electronics,1011.24,4,2023-12-21,UK,Apple Pay,4.0
O10009,U997,Keyboard,Accessories,590.42,2,2023-02-22,Italy,Bank Transfer,4.0
O10449,U622,Printer,Office,790.74,4,2023-08-14,USA,Google Pay,1.0
O10708,U211,Mouse,Accessories,322.6,1,2023-05-27,Spain,Apple Pay,5.0
O10255,U496,Laptop,Electronics,1209.89,4,2023-12-15,Poland,Bank Transfer,4.0
O10882,U310,Printer,Office,749.0,4,2023-02-07,Spain,Card,4.0
O10389,U653,Laptop,Electronics,903.63,2,2023-11-19,France,Apple Pay,3.0
O10908,U470,Keyboard,Accessories,796.61,1,2023-08-15,Germany,PayPal,2.0
O10924,U825,Smartphone,Electronics,913.62,4,2023-04-26,Germany,,2.0
O11703,U851,Router,Networking,930.71,4,2023-02-17,Spain,Bank Transfer,2.0
O11232,U622,Keyboard,Accessories,1169.66,3,2023-03-10,Canada,Card,2.0
O10460,U906,Smartwatch,Electronics,176.78,5,2023-01-30,Germany,Card,3.0
O11269,U461,Smartwatch,Electronics,214.31,2,2023-05-23,Germany,PayPal,3.0
O11759,U581,Camera,Electronics,173.86,5,2023-04-28,UK,Bank Transfer,2.0
O11168,U925,Smartwatch,Electronics,34.67,2,2023-12-20,Italy,Bank Transfer,1.0
O10958,U103,Keyboard,Accessories,819.64,2,2023-04-18,Italy,Apple Pay,4.0
O10501,U709,Monitor,Electronics,822.97,1,2023-01-17,USA,Bank Transfer,1.0
O10739,U618,Laptop,Electronics,1015.6,5,2023-11-24,France,Google Pay,2.0
O11849,U205,Smartphone,Electronics,500.42,2,2023-05-17,USA,Bank Transfer,3.0
O10868,U882,Tablet,Electronics,101.73,2,2023-02-21,Canada,Card,1.0
O10731,U963,Speaker,Electronics,583.17,4,2023-02-01,Canada,Apple Pay,4.0
O10539,U801,Camera,Electronics,701.33,4,2023-11-24,UK,Bank Transfer,3.0
O11201,U543,Router,Networking,1327.85,1,2023-08-03,USA,Card,1.0
O10697,U771,Smartwatch,Electronics,1380.91,3,2023-05-09,Canada,Bank Transfer,3.0
O11392,U984,Headphones,Electronics,212.19,1,2023-03-14,Italy,Google Pay,4.0
O11376,U175,Headphones,Electronics,1180.72,2,2023-04-24,Germany,Card,3.0
O11145,U369,Laptop,Electronics,1402.12,3,2023-04-26,Canada,Card,4.0
O11031,U953,Speaker,Electronics,675.69,5,2023-12-31,Poland,Card,2.0
O10372,U498,Keyboard,Accessories,1347.14,5,2023-05-04,UK,PayPal,2.0
O10667,U324,Tablet,Electronics,54.92,3,2023-09-21,UK,PayPal,4.0
O11525,U857,Keyboard,Accessories,1407.47,3,2023-08-02,UK,Google Pay,1.0
O10357,U386,Monitor,Electronics,1379.64,1,2023-05-27,Italy,Bank Transfer,4.0
O10967,U347,Tablet,Electronics,474.68,1,2023-08-25,Italy,Google Pay,3.0
O10783,U959,Laptop,Electronics,784.31,1,2023-07-21,Germany,Apple Pay,4.0
O10735,U552,Router,Networking,820.29,5,2023-07-12,,,4.0
O11035,U510,Headphones,Electronics,365.94,2,2023-02-11,Poland,Google Pay,5.0
O10970,U504,Smartwatch,Electronics,366.04,3,2023-03-26,Germany,PayPal,5.0
O11524,U969,Tablet,Electronics,400.11,5,2023-10-07,Poland,PayPal,4.0
O11486,U379,Speaker,Electronics,425.76,1,2023-11-26,USA,Card,5.0
O11523,U470,Mouse,Accessories,52.53,1,2023-11-22,Spain,PayPal,1.0
O11490,U497,Headphones,Electronics,780.01,1,2023-07-05,Italy,Bank Transfer,3.0
O11642,U410,Printer,Office,81.63,4,2023-12-17,France,Google Pay,5.0
O11252,U279,Printer,Office,189.07,2,2023-04-20,Canada,Card,3.0
O11693,U520,Printer,Office,302.84,2,2023-06-05,Italy,Apple Pay,4.0
O11749,U621,Tablet,Electronics,739.35,1,2023-09-23,Italy,Apple Pay,5.0
O11236,U905,Router,Networking,664.39,2,2023-05-20,Germany,Card,3.0
O10885,U957,Smartwatch,Electronics,775.02,5,2023-07-07,Italy,Bank Transfer,5.0
O10079,U960,Headphones,Electronics,784.71,5,2023-10-05,UK,PayPal,3.0
O11172,U790,Smartwatch,Electronics,617.15,3,2023-07-03,Poland,Google Pay,1.0
O10814,U631,Keyboard,Accessories,575.69,5,2023-12-01,France,Apple Pay,
O11285,U960,Keyboard,Accessories,502.81,1,2023-09-17,France,Card,4.0
O10671,U707,Camera,Electronics,1415.23,5,2023-11-08,USA,Card,4.0
O11531,U837,Camera,Electronics,789.89,2,2023-10-20,Spain,Bank Transfer,3.0
O10057,U978,Printer,Office,538.12,1,2023-10-11,Poland,PayPal,3.0
O10133,U194,Laptop,Electronics,1140.36,2,2023-12-14,Poland,Bank Transfer,1.0
O11140,U478,Tablet,Electronics,1118.13,4,2023-02-04,Spain,Card,4.0
O10933,U878,Tablet,Electronics,,3,2023-01-30,Italy,Google Pay,3.0
O11684,U770,Printer,Office,146.4,1,2023-04-25,France,PayPal,3.0
O10823,U998,Router,Networking,1129.97,1,2023-08-03,UK,Card,3.0
O11214,U276,Tablet,Electronics,839.27,4,2023-03-17,Poland,Google Pay,2.0
O10504,U185,Laptop,Electronics,629.41,5,2023-06-16,Spain,Bank Transfer,2.0
O11774,U659,Tablet,Electronics,695.35,1,2023-01-23,Canada,PayPal,1.0
O10347,U381,Tablet,Electronics,202.0,5,2023-01-20,Poland,PayPal,1.0
O10386,U760,Mouse,Accessories,1306.5,1,2023-04-29,Germany,Apple Pay,1.0
O11024,U443,Laptop,Electronics,486.08,3,2023-02-23,Germany,Apple Pay,3.0
O10894,U436,Smartphone,Electronics,99.2,4,2023-07-24,Spain,Card,2.0
O10828,U277,Laptop,Electronics,845.73,2,2023-01-02,UK,PayPal,3.0
O11892,U358,Smartwatch,Electronics,862.89,4,2023-05-27,Poland,Bank Transfer,3.0
O10475,U641,Keyboard,Accessories,240.52,5,2023-03-17,Italy,Google Pay,
O11470,U639,Laptop,Electronics,789.94,4,2023-12-22,Italy,Bank Transfer,5.0
O11447,U381,Smartphone,Electronics,671.47,5,2023-06-26,Canada,Google Pay,3.0
O11581,U309,Laptop,Electronics,517.79,1,2023-11-14,UK,Card,3.0
O10652,U720,Speaker,Electronics,718.98,1,2023-04-10,USA,Apple Pay,4.0
O10172,U741,Keyboard,Accessories,1485.14,5,2023-06-17,USA,Card,1.0
O11149,U965,Smartphone,Electronics,951.85,5,2023-12-27,UK,PayPal,4.0
O10038,U829,Camera,Electronics,1027.44,5,2023-06-21,,Card,
O10713,U780,Mouse,Accessories,1397.89,5,2023-11-14,France,Google Pay,1.0
O10090,U948,Tablet,Electronics,159.78,3,2023-08-03,Canada,PayPal,4.0
O11936,U163,Mouse,Accessories,549.6,2,2023-09-21,UK,Card,1.0
O11205,U748,Tablet,Electronics,28.95,1,2023-11-14,Germany,Apple Pay,2.0
O10875,U585,Printer,Office,933.48,5,2023-07-11,USA,PayPal,4.0
O11351,U714,Keyboard,Accessories,1476.18,5,2023-03-25,Italy,Card,
O11889,U554,Speaker,Electronics,99.08,3,2023-03-08,Spain,PayPal,3.0
